,Player1,Player2,Player3,Player4,Player5,Team,GP,MP,POSS,DPOSS,DFGM,DFGA,D3PM,D3PA,DFTM,DFTA,DPTS
9665,Tony Allen,Mike Conley,James Ennis,Jarell Martin,Zach Randolph,MEM,1,0.1,0,0,0,0,0,0,0,0,0
9666,Jamal Crawford,Blake Griffin,DeAndre Jordan,Austin Rivers,Marreese Speights,LAC,1,0.0,0,0,0,0,0,0,0,0,0
9667,Quincy Acy,Justin Anderson,Andrew Bogut,Seth Curry,Dwight Powell,DAL,1,0.0,0,0,0,0,0,0,0,0,0
9668,Joel Anthony,Dewayne Dedmon,Bryn Forbes,David Lee,Dejounte Murray,SAS,1,0.0,0,0,0,0,0,0,0,0,0
9669,Marcelo Huertas,Larry Nance Jr.,Julius Randle,D'Angelo Russell,Lou Williams,LAL,1,0.0,0,0,0,0,0,0,0,0,0
9670,Jimmy Butler,Michael Carter-Williams,Robin Lopez,Bobby Portis,Dwyane Wade,CHI,1,0.0,0,0,0,0,0,0,0,0,0
9671,Justin Anderson,Harrison Barnes,Dorian Finney-Smith,Dwight Powell,Deron Williams,DAL,1,0.9,1,2,0,1,0,0,0,1,0
9672,Stephen Curry,Andre Iguodala,Damian Jones,Klay Thompson,Briante Weber,GSW,1,0.0,0,0,0,0,0,0,0,0,0
9673,Alexis Ajinca,Dante Cunningham,Tim Frazier,E'Twaun Moore,Lance Stephenson,NOP,1,0.0,0,0,0,0,0,0,0,0,0
9674,Aaron Gordon,Jeff Green,Serge Ibaka,Elfrid Payton,Damjan Rudez,ORL,1,0.0,0,0,0,0,0,0,0,0,0
9675,D.J. Augustin,Evan Fournier,Aaron Gordon,Serge Ibaka,Jodie Meeks,ORL,1,0.0,0,0,0,0,0,0,0,0,0
9676,Avery Bradley,Gerald Green,Al Horford,Isaiah Thomas,Tyler Zeller,BOS,1,0.0,0,0,0,0,0,0,0,0,0
9677,Ed Davis,Maurice Harkless,C.J. McCollum,Shabazz Napier,Mason Plumlee,POR,1,0.0,0,0,0,0,0,0,0,0,0
9678,Cory Joseph,Kyle Lowry,Patrick Patterson,Pascal Siakam,Jonas Valanciunas,TOR,1,0.0,0,0,0,0,0,0,0,0,0
9679,Pat Connaughton,Allen Crabbe,Damian Lillard,C.J. McCollum,Evan Turner,POR,1,0.0,0,0,0,0,0,0,0,0,0
9680,Nicolas Batum,Spencer Hawes,Michael Kidd-Gilchrist,Ramon Sessions,Marvin Williams,CHO,1,0.0,0,0,0,0,0,0,0,0,0
9681,Gerald Green,Al Horford,Jonas Jerebko,Kelly Olynyk,Isaiah Thomas,BOS,1,0.0,0,0,0,0,0,0,0,0,0
9682,Aaron Brooks,Monta Ellis,Al Jefferson,Rodney Stuckey,Thaddeus Young,IND,2,0.8,2,2,0,0,0,0,0,0,0
9683,Matthew Dellavedova,Thon Maker,Miles Plumlee,Jason Terry,Rashad Vaughn,MIL,1,0.0,0,0,0,0,0,0,0,0,0
9684,Nemanja Bjelica,Gorgui Dieng,Kris Dunn,Adreian Payne,Andrew Wiggins,MIN,1,0.4,1,1,0,0,0,0,0,0,0
9685,Robert Covington,Ersan Ilyasova,Nerlens Noel,Dario Saric,Hollis Thompson,PHI,1,0.1,0,0,0,0,0,0,0,0,0
9686,Jaylen Brown,Al Horford,Kelly Olynyk,Terry Rozier,Isaiah Thomas,BOS,1,0.0,0,0,0,0,0,0,0,0,0
9687,Tony Allen,Mike Conley,Troy Daniels,JaMychal Green,Zach Randolph,MEM,1,1.1,2,3,0,3,0,1,0,0,0
9688,Boris Diaw,Dante Exum,Gordon Hayward,George Hill,Joe Ingles,UTA,1,0.0,0,0,0,0,0,0,0,0,0
9689,Eric Bledsoe,Devin Booker,Tyson Chandler,Derrick Jones,Tyler Ulis,PHO,1,0.0,0,0,0,0,0,0,0,0,0
9690,Jamal Crawford,Blake Griffin,Wesley Johnson,DeAndre Jordan,Chris Paul,LAC,1,0.0,0,0,0,0,0,0,0,0,0
9691,Kent Bazemore,Mike Muscala,Taurean Waller-Prince,Mike Scott,Thabo Sefolosha,ATL,1,0.0,0,0,0,0,0,0,0,0,0
9692,Alex Abrines,Joffrey Lauvergne,Anthony Morrow,Andre Roberson,Domantas Sabonis,OKC,1,0.0,0,0,0,0,0,0,0,0,0
9693,Wilson Chandler,Danilo Gallinari,Alonzo Gee,Emmanuel Mudiay,Jameer Nelson,DEN,1,0.0,0,0,0,0,0,0,0,0,0
9694,Yogi Ferrell,Randy Foye,Joe Harris,Rondae Hollis-Jefferson,Brook Lopez,BRK,1,0.0,0,0,0,0,0,0,0,0,0
9695,Al-Farouq Aminu,Meyers Leonard,C.J. McCollum,Mason Plumlee,Evan Turner,POR,1,0.0,0,0,0,0,0,0,0,0,0
9696,Matt Barnes,Omri Casspi,Darren Collison,Kosta Koufos,Garrett Temple,SAC,1,0.0,0,0,0,0,0,0,0,0,0
9697,Jimmy Butler,Michael Carter-Williams,Taj Gibson,Nikola Mirotic,Paul Zipser,CHI,1,0.8,1,1,0,0,0,0,0,0,0
9698,Trevor Booker,Spencer Dinwiddie,Justin Hamilton,Rondae Hollis-Jefferson,Caris LeVert,BRK,1,0.0,0,0,0,0,0,0,0,0,0
9699,LeBron James,Richard Jefferson,James Jones,Kevin Love,J.R. Smith,CLE,1,0.0,0,0,0,0,0,0,0,0,0
9700,Jordan Clarkson,Marcelo Huertas,Brandon Ingram,Timofey Mozgov,Lou Williams,LAL,2,0.0,0,0,0,0,0,0,0,0,0
9701,Will Barton,Kenneth Faried,Danilo Gallinari,Jamal Murray,Jusuf Nurkic,DEN,1,1.2,1,2,0,2,0,0,0,0,0
9702,Rudy Gobert,Rodney Hood,Joe Ingles,Joe Johnson,Trey Lyles,UTA,1,0.0,0,0,0,0,0,0,0,0,0
9703,LaMarcus Aldridge,Kyle Anderson,Pau Gasol,Danny Green,Patty Mills,SAS,3,1.1,3,3,0,3,0,1,0,0,0
9704,Luke Babbitt,Udonis Haslem,Tyler Johnson,Josh Richardson,Dion Waiters,MIA,1,0.0,0,0,0,0,0,0,0,0,0
9705,Ryan Anderson,Patrick Beverley,Clint Capela,Tyler Ennis,James Harden,HOU,1,0.0,0,0,0,0,0,0,0,0,0
9706,Malcolm Delaney,Kyle Korver,Mike Muscala,Taurean Waller-Prince,Dennis Schroder,ATL,1,0.0,0,0,0,0,0,0,0,0,0
9707,Bismack Biyombo,Serge Ibaka,Elfrid Payton,Damjan Rudez,C.J. Watson,ORL,1,0.0,0,0,0,0,0,0,0,0,0
9708,Robert Covington,Ersan Ilyasova,T.J. McConnell,Nerlens Noel,Jahlil Okafor,PHI,1,0.0,0,0,0,0,0,0,0,0,0
9709,Aron Baynes,Tobias Harris,Jon Leuer,Ish Smith,Beno Udrih,DET,1,0.0,0,0,0,0,0,0,0,0,0
9710,Tarik Black,Timofey Mozgov,Julius Randle,D'Angelo Russell,Nick Young,LAL,1,0.0,0,0,0,0,0,0,0,0,0
9711,Wilson Chandler,Kenneth Faried,Gary Harris,Nikola Jokic,Jusuf Nurkic,DEN,1,0.1,1,0,0,0,0,0,0,0,0
9712,Al-Farouq Aminu,Ed Davis,Damian Lillard,C.J. McCollum,Mason Plumlee,POR,2,0.0,0,0,0,0,0,0,0,0,0
9713,Michael Beasley,Malcolm Brogdon,Thon Maker,Jabari Parker,Mirza Teletovic,MIL,1,0.0,0,0,0,0,0,0,0,0,0
9714,Jimmy Butler,Michael Carter-Williams,Cristiano Felicio,Doug McDermott,Dwyane Wade,CHI,1,0.0,0,0,0,0,0,0,0,0,0
9715,Darrell Arthur,Wilson Chandler,Kenneth Faried,Juan Hernangomez,Jamal Murray,DEN,1,0.0,0,0,0,0,0,0,0,0,0
9716,Alexis Ajinca,Omer Asik,Anthony Davis,Archie Goodwin,Solomon Hill,NOP,1,0.0,0,0,0,0,0,0,0,0,0
9717,Will Barton,Wilson Chandler,Nikola Jokic,Jameer Nelson,Jusuf Nurkic,DEN,1,0.0,0,0,0,0,0,0,0,0,0
9718,Anthony Davis,Langston Galloway,Jrue Holiday,Terrence Jones,Donatas Motiejunas,NOP,1,0.0,0,0,0,0,0,0,0,0,0
9719,Anthony Bennett,Randy Foye,Joe Harris,Rondae Hollis-Jefferson,Brook Lopez,BRK,1,0.0,0,0,0,0,0,0,0,0,0
9720,Mike Conley,James Ennis,Jarell Martin,Chandler Parsons,Zach Randolph,MEM,1,0.0,0,0,0,0,0,0,0,0,0
9721,Nicolas Batum,Marco Belinelli,Jeremy Lamb,Brian Roberts,Kemba Walker,CHO,1,0.0,0,0,0,0,0,0,0,0,0
9722,DeMarre Carroll,DeMar DeRozan,Cory Joseph,Jakob Poeltl,Terrence Ross,TOR,2,0.0,0,0,0,0,0,0,0,0,0
9723,Bismack Biyombo,Jeff Green,Mario Hezonja,Serge Ibaka,C.J. Wilcox,ORL,1,0.0,0,0,0,0,0,0,0,0,0
9724,Robert Covington,Richaun Holmes,T.J. McConnell,Sergio Rodriguez,Hollis Thompson,PHI,1,0.0,0,0,0,0,0,0,0,0,0
9725,Maurice Harkless,C.J. McCollum,Mason Plumlee,Evan Turner,Noah Vonleh,POR,1,0.0,0,0,0,0,0,0,0,0,0
9726,Derrick Favors,Rudy Gobert,George Hill,Joe Johnson,Shelvin Mack,UTA,1,0.0,0,0,0,0,0,0,0,0,0
9727,Giannis Antetokounmpo,Matthew Dellavedova,John Henson,Miles Plumlee,Mirza Teletovic,MIL,1,0.0,2,0,0,0,0,0,0,0,0
9728,Tony Allen,Vince Carter,Troy Daniels,Jarell Martin,Zach Randolph,MEM,1,0.0,0,0,0,0,0,0,0,0,0
9729,Kent Bazemore,Dwight Howard,Paul Millsap,Mike Muscala,Dennis Schroder,ATL,2,0.0,0,0,0,0,0,0,0,0,0
9730,Richaun Holmes,T.J. McConnell,Sergio Rodriguez,Nik Stauskas,Hollis Thompson,PHI,1,0.0,0,0,0,0,0,0,0,0,0
9731,Jimmy Butler,Isaiah Canaan,Doug McDermott,Nikola Mirotic,Dwyane Wade,CHI,1,0.0,0,0,0,0,0,0,0,0,0
9732,Devin Booker,Marquese Chriss,P.J. Tucker,Tyler Ulis,Alan Williams,PHO,1,0.0,0,0,0,0,0,0,0,0,0
9733,Justin Anderson,Harrison Barnes,Andrew Bogut,Seth Curry,Dwight Powell,DAL,2,0.0,0,0,0,0,0,0,0,0,0
9734,Arron Afflalo,DeMarcus Cousins,Rudy Gay,Ben McLemore,Garrett Temple,SAC,2,1.4,2,2,0,1,0,1,0,0,0
9735,Jose Calderon,Jordan Clarkson,D'Angelo Russell,Lou Williams,Nick Young,LAL,1,0.0,0,0,0,0,0,0,0,0,0
9736,Avery Bradley,Jae Crowder,Gerald Green,Isaiah Thomas,Tyler Zeller,BOS,2,0.5,2,1,0,0,0,0,0,0,0
9737,Kyle Anderson,Joel Anthony,Danny Green,Kawhi Leonard,Dejounte Murray,SAS,1,0.3,1,1,0,0,0,0,0,0,0
9738,LaMarcus Aldridge,Kyle Anderson,Davis Bertans,Danny Green,Patty Mills,SAS,1,1.2,1,2,0,3,0,0,0,0,0
9739,Tyler Johnson,Josh Richardson,Hassan Whiteside,Derrick Williams,Justise Winslow,MIA,2,0.6,2,1,0,2,0,0,0,0,0
9740,DeMarre Carroll,DeMar DeRozan,Cory Joseph,Kyle Lowry,Terrence Ross,TOR,1,0.0,0,0,0,0,0,0,0,0,0
9741,Ryan Anderson,Trevor Ariza,Sam Dekker,Tyler Ennis,Eric Gordon,HOU,1,0.0,0,0,0,0,0,0,0,0,0
9742,Aron Baynes,Henry Ellenson,Michael Gbinije,Darrun Hilliard,Boban Marjanovic,DET,1,0.0,0,0,0,0,0,0,0,0,0
9743,Maurice Harkless,Jake Layman,Damian Lillard,C.J. McCollum,Mason Plumlee,POR,1,0.0,0,0,0,0,0,0,0,0,0
9744,Jamal Crawford,Raymond Felton,Blake Griffin,Wesley Johnson,Chris Paul,LAC,2,0.0,0,0,0,0,0,0,0,0,0
9745,Alex Abrines,Jerami Grant,Enes Kanter,Cameron Payne,Andre Roberson,OKC,1,0.0,0,0,0,0,0,0,0,0,0
9746,Spencer Dinwiddie,Randy Foye,Justin Hamilton,Luis Scola,Isaiah Whitehead,BRK,1,0.0,0,0,0,0,0,0,0,0,0
9747,Steven Adams,Nick Collison,Jerami Grant,Anthony Morrow,Russell Westbrook,OKC,1,0.6,1,1,0,0,0,0,0,0,0
9748,Richaun Holmes,Timothe Luwawu-Cabarrot,T.J. McConnell,Chasson Randle,Dario Saric,PHI,1,0.6,1,1,0,0,0,0,0,0,0
9749,Harrison Barnes,Yogi Ferrell,Devin Harris,Wesley Matthews,Salah Mejri,DAL,2,1.7,2,4,0,3,0,0,0,0,0
9750,Darrell Arthur,Will Barton,Kenneth Faried,Juan Hernangomez,Jamal Murray,DEN,1,0.2,1,1,0,1,0,0,0,0,0
9751,Devin Booker,Tyson Chandler,P.J. Tucker,Tyler Ulis,T.J. Warren,PHO,1,0.1,1,1,0,1,0,1,0,0,0
9752,Stephen Curry,Kevin Durant,Andre Iguodala,JaVale McGee,David West,GSW,1,0.0,0,0,0,0,0,0,0,0,0
9753,Taj Gibson,Nikola Mirotic,Bobby Portis,Denzel Valentine,Dwyane Wade,CHI,1,0.0,0,0,0,0,0,0,0,0,0
9754,D.J. Augustin,Bismack Biyombo,Evan Fournier,Mario Hezonja,Nikola Vucevic,ORL,1,0.0,0,0,0,0,0,0,0,0,0
9755,Avery Bradley,Jaylen Brown,Kelly Olynyk,Terry Rozier,Marcus Smart,BOS,1,0.0,0,0,0,0,0,0,0,0,0
9756,Anthony Bennett,Trevor Booker,Joe Harris,Rondae Hollis-Jefferson,Isaiah Whitehead,BRK,1,0.0,0,0,0,0,0,0,0,0,0
9757,Cole Aldrich,Tyus Jones,Ricky Rubio,Brandon Rush,Karl-Anthony Towns,MIN,1,0.0,0,0,0,0,0,0,0,0,0
9758,Tyler Johnson,Rodney McGruder,Willie Reed,Dion Waiters,Hassan Whiteside,MIA,2,0.0,0,0,0,0,0,0,0,0,0
9759,Malcolm Brogdon,John Henson,Thon Maker,Mirza Teletovic,Rashad Vaughn,MIL,1,0.0,0,0,0,0,0,0,0,0,0
9760,Ryan Anderson,Trevor Ariza,Corey Brewer,Tyler Ennis,Eric Gordon,HOU,1,0.0,0,0,0,0,0,0,0,0,0
9761,Malcolm Delaney,Tim Hardaway,Kris Humphries,Mike Muscala,Dennis Schroder,ATL,1,0.0,0,0,0,0,0,0,0,0,0
9762,Robert Covington,Gerald Henderson,Timothe Luwawu-Cabarrot,Sergio Rodriguez,Dario Saric,PHI,1,0.0,0,0,0,0,0,0,0,0,0
9763,Tim Hardaway,Ryan Kelly,Mike Muscala,Taurean Waller-Prince,Dennis Schroder,ATL,1,0.0,0,0,0,0,0,0,0,0,0
9764,Michael Carter-Williams,Jerian Grant,Doug McDermott,Nikola Mirotic,Dwyane Wade,CHI,1,0.0,0,0,0,0,0,0,0,0,0
9765,Wade Baldwin,Vince Carter,Deyonta Davis,Jarell Martin,Troy Williams,MEM,1,0.0,0,0,0,0,0,0,0,0,0
9766,Tony Allen,Wade Baldwin,James Ennis,Andrew Harrison,Zach Randolph,MEM,1,0.0,0,0,0,0,0,0,0,0,0
9767,DeMar DeRozan,Kyle Lowry,Lucas Nogueira,Pascal Siakam,Jonas Valanciunas,TOR,1,0.0,0,0,0,0,0,0,0,0,0
9768,Gerald Henderson,Sergio Rodriguez,Dario Saric,Nik Stauskas,Hollis Thompson,PHI,1,0.0,0,0,0,0,0,0,0,0,0
9769,Bradley Beal,Kelly Oubre,Tomas Satoransky,Jason Smith,John Wall,WAS,2,1.9,4,4,0,4,0,1,0,0,0
9770,Justin Anderson,J.J. Barea,Andrew Bogut,Seth Curry,Dirk Nowitzki,DAL,1,0.0,0,0,0,0,0,0,0,0,0
9771,Stephen Curry,Kevin Durant,Andre Iguodala,Shaun Livingston,Kevon Looney,GSW,1,1.1,2,2,0,2,0,1,0,0,0
9772,DeAndre' Bembry,Malcolm Delaney,Mike Dunleavy,Paul Millsap,Dennis Schroder,ATL,1,0.0,0,0,0,0,0,0,0,0,0
9773,Ian Clark,Kevon Looney,James Michael McAdoo,Klay Thompson,Anderson Varejao,GSW,1,0.0,0,0,0,0,0,0,0,0,0
9774,Jimmy Butler,Nikola Mirotic,Rajon Rondo,Dwyane Wade,Paul Zipser,CHI,1,0.4,0,1,0,1,0,1,0,0,0
9775,Cole Aldrich,Kris Dunn,Tyus Jones,Karl-Anthony Towns,Andrew Wiggins,MIN,1,0.0,0,0,0,0,0,0,0,0,0
9776,Mike Conley,Troy Daniels,Toney Douglas,Marc Gasol,Brandan Wright,MEM,1,0.0,0,0,0,0,0,0,0,0,0
9777,Malcolm Brogdon,Matthew Dellavedova,Thon Maker,Jabari Parker,Miles Plumlee,MIL,1,0.0,0,0,0,0,0,0,0,0,0
9778,Ryan Anderson,Trevor Ariza,Patrick Beverley,Sam Dekker,Eric Gordon,HOU,1,0.0,0,0,0,0,0,0,0,0,0
9779,Bismack Biyombo,Evan Fournier,Aaron Gordon,Serge Ibaka,C.J. Watson,ORL,1,0.0,0,0,0,0,0,0,0,0,0
9780,Tim Hardaway,Dwight Howard,Paul Millsap,Taurean Waller-Prince,Thabo Sefolosha,ATL,1,0.0,0,0,0,0,0,0,0,0,0
9781,Kenneth Faried,Danilo Gallinari,Gary Harris,Juan Hernangomez,Jameer Nelson,DEN,1,0.0,0,0,0,0,0,0,0,0,0
9782,Jaylen Brown,Jae Crowder,Gerald Green,Amir Johnson,Kelly Olynyk,BOS,1,1.1,2,1,0,0,0,0,0,0,0
9783,Giannis Antetokounmpo,Malcolm Brogdon,John Henson,Miles Plumlee,Jason Terry,MIL,1,0.0,0,0,0,0,0,0,0,0,0
9784,Trey Burke,Marcin Gortat,Markieff Morris,Kelly Oubre,Jason Smith,WAS,1,0.0,0,0,0,0,0,0,0,0,0
9785,Bojan Bogdanovic,Trevor Booker,Randy Foye,Justin Hamilton,Isaiah Whitehead,BRK,1,1.0,2,3,0,3,0,1,0,0,0
9786,Al-Farouq Aminu,Pat Connaughton,Allen Crabbe,Shabazz Napier,Evan Turner,POR,2,0.0,0,0,0,0,0,0,0,0,0
9787,Steven Adams,Semaj Christon,Jerami Grant,Joffrey Lauvergne,Anthony Morrow,OKC,1,0.0,0,0,0,0,0,0,0,0,0
9788,Alec Burks,George Hill,Joe Johnson,Trey Lyles,Shelvin Mack,UTA,1,0.0,0,0,0,0,0,0,0,0,0
9789,Metta World Peace,Luol Deng,Marcelo Huertas,Brandon Ingram,Thomas Robinson,LAL,1,0.0,0,0,0,0,0,0,0,0,0
9790,Andrew Bogut,Dorian Finney-Smith,Devin Harris,Wesley Matthews,Deron Williams,DAL,1,0.0,0,0,0,0,0,0,0,0,0
9791,Chris Andersen,Richard Jefferson,James Jones,Jordan McRae,Iman Shumpert,CLE,1,0.0,0,0,0,0,0,0,0,0,0
9792,Stephen Curry,Kevin Durant,Draymond Green,Shaun Livingston,James Michael McAdoo,GSW,1,0.0,0,0,0,0,0,0,0,0,0
9793,Ian Clark,Shaun Livingston,Kevon Looney,Patrick McCaw,Klay Thompson,GSW,2,0.0,0,0,0,0,0,0,0,0,0
9794,Matt Barnes,Skal Labissiere,Ty Lawson,Garrett Temple,Anthony Tolliver,SAC,1,0.0,0,0,0,0,0,0,0,0,0
9795,Justin Anderson,Seth Curry,Devin Harris,Dwight Powell,Deron Williams,DAL,2,0.0,0,0,0,0,0,0,0,0,0
9796,Anthony Bennett,Bojan Bogdanovic,Randy Foye,Rondae Hollis-Jefferson,Brook Lopez,BRK,1,1.1,3,3,0,1,0,0,0,0,0
9797,Cole Aldrich,Nemanja Bjelica,Zach LaVine,Ricky Rubio,Karl-Anthony Towns,MIN,1,0.0,0,0,0,0,0,0,0,0,0
9798,Corey Brewer,Sam Dekker,Tyler Ennis,Eric Gordon,Chinanu Onuaku,HOU,1,0.0,0,0,0,0,0,0,0,0,0
9799,Kyle Anderson,Nicolas Laprovittola,David Lee,Patty Mills,Jonathon Simmons,SAS,1,0.0,0,0,0,0,0,0,0,0,0
9800,Michael Carter-Williams,Taj Gibson,Jerian Grant,Nikola Mirotic,Paul Zipser,CHI,1,0.0,0,0,0,0,0,0,0,0,0
9801,Alex Abrines,Semaj Christon,Jerami Grant,Andre Roberson,Russell Westbrook,OKC,1,0.3,1,1,0,0,0,0,0,0,0
9802,Allen Crabbe,Jake Layman,Damian Lillard,Shabazz Napier,Noah Vonleh,POR,1,0.0,0,0,0,0,0,0,0,0,0
9803,Kent Bazemore,Mike Dunleavy,Paul Millsap,Dennis Schroder,Thabo Sefolosha,ATL,1,0.0,0,0,0,0,0,0,0,0,0
9804,Gerald Henderson,Timothe Luwawu-Cabarrot,T.J. McConnell,Jahlil Okafor,Nik Stauskas,PHI,1,0.0,0,0,0,0,0,0,0,0,0
9805,Leandro Barbosa,Devin Booker,Tyson Chandler,Marquese Chriss,P.J. Tucker,PHO,1,0.0,0,0,0,0,0,0,0,0,0
9806,Gorgui Dieng,Tyus Jones,Zach LaVine,Ricky Rubio,Karl-Anthony Towns,MIN,1,0.0,0,0,0,0,0,0,0,0,0
9807,Al-Farouq Aminu,Pat Connaughton,Allen Crabbe,C.J. McCollum,Evan Turner,POR,1,0.0,0,0,0,0,0,0,0,0,0
9808,Semaj Christon,Enes Kanter,Joffrey Lauvergne,Anthony Morrow,Russell Westbrook,OKC,1,0.0,0,0,0,0,0,0,0,0,0
9809,Harrison Barnes,Seth Curry,Dorian Finney-Smith,Devin Harris,Wesley Matthews,DAL,1,0.0,0,0,0,0,0,0,0,0,0
9810,Alec Burks,George Hill,Joe Ingles,Trey Lyles,Jeff Withey,UTA,1,0.0,0,0,0,0,0,0,0,0,0
9811,Metta World Peace,Jordan Clarkson,Timofey Mozgov,Julius Randle,Lou Williams,LAL,1,0.0,0,0,0,0,0,0,0,0,0
9812,Andrew Bogut,Dorian Finney-Smith,Jonathan Gibson,Wesley Matthews,Dirk Nowitzki,DAL,1,0.0,0,0,0,0,0,0,0,0,0
9813,Stephen Curry,Kevin Durant,Draymond Green,Shaun Livingston,Kevon Looney,GSW,1,0.0,0,0,0,0,0,0,0,0,0
9814,Justin Anderson,Seth Curry,Devin Harris,Dirk Nowitzki,Deron Williams,DAL,1,0.0,0,0,0,0,0,0,0,0,0
9815,Monta Ellis,C.J. Miles,Glenn Robinson,Myles Turner,Thaddeus Young,IND,1,0.3,0,1,0,1,0,1,0,0,0
9816,Corey Brewer,Sam Dekker,Tyler Ennis,Eric Gordon,K.J. McDaniels,HOU,1,0.0,0,0,0,0,0,0,0,0,0
9817,Malcolm Delaney,Mike Dunleavy,Dwight Howard,Paul Millsap,Dennis Schroder,ATL,2,1.2,2,2,0,2,0,1,0,0,0
9818,Joffrey Lauvergne,Victor Oladipo,Cameron Payne,Domantas Sabonis,Russell Westbrook,OKC,2,0.3,1,1,0,1,0,0,0,0,0
9819,Robert Covington,Jerami Grant,Richaun Holmes,Jahlil Okafor,Nik Stauskas,PHI,1,0.0,0,0,0,0,0,0,0,0,0
9820,Ron Baker,Brandon Jennings,Courtney Lee,Kyle O'Quinn,Kristaps Porzingis,NYK,1,0.0,0,0,0,0,0,0,0,0,0
9821,Dante Exum,Rodney Hood,Joe Ingles,Joe Johnson,Jeff Withey,UTA,1,0.0,0,0,0,0,0,0,0,0,0
9822,Glenn Robinson,Jeff Teague,Myles Turner,Joe Young,Thaddeus Young,IND,1,0.0,0,0,0,0,0,0,0,0,0
9823,Leandro Barbosa,Eric Bledsoe,Marquese Chriss,Brandon Knight,P.J. Tucker,PHO,1,0.0,0,0,0,0,0,0,0,0,0
9824,Reggie Bullock,Tobias Harris,Boban Marjanovic,Marcus Morris,Ish Smith,DET,1,0.0,0,0,0,0,0,0,0,0,0
9825,Gorgui Dieng,Kris Dunn,Zach LaVine,Ricky Rubio,Karl-Anthony Towns,MIN,1,0.0,0,0,0,0,0,0,0,0,0
9826,Quincy Acy,Spencer Dinwiddie,Caris LeVert,Brook Lopez,Isaiah Whitehead,BRK,2,0.0,0,0,0,0,0,0,0,0,0
9827,Semaj Christon,Jerami Grant,Anthony Morrow,Andre Roberson,Russell Westbrook,OKC,1,0.1,1,1,0,1,0,1,0,0,0
9828,Alec Burks,Rudy Gobert,Gordon Hayward,Rodney Hood,Trey Lyles,UTA,1,0.0,0,0,0,0,0,0,0,0,0
9829,Chris Andersen,Kay Felder,Richard Jefferson,Kevin Love,Iman Shumpert,CLE,1,1.0,2,2,0,1,0,0,0,0,0
9830,Arron Afflalo,Omri Casspi,Willie Cauley-Stein,Rudy Gay,Ty Lawson,SAC,1,0.0,0,0,0,0,0,0,0,0,0
9831,Brandon Ingram,Larry Nance Jr.,D'Angelo Russell,Lou Williams,Ivica Zubac,LAL,1,0.0,0,0,0,0,0,0,0,0,0
9832,Ian Clark,Andre Iguodala,Shaun Livingston,Klay Thompson,David West,GSW,1,0.0,0,0,0,0,0,0,0,0,0
9833,Jimmy Butler,Jerian Grant,Robin Lopez,Doug McDermott,Rajon Rondo,CHI,2,0.0,0,0,0,0,0,0,0,0,0
9834,Omer Asik,Anthony Davis,Buddy Hield,Solomon Hill,Terrence Jones,NOP,1,0.0,0,0,0,0,0,0,0,0,0
9835,Kris Dunn,Jordan Hill,Tyus Jones,Adreian Payne,Andrew Wiggins,MIN,1,0.2,0,0,0,0,0,0,0,0,0
9836,Avery Bradley,Jaylen Brown,Jae Crowder,Al Horford,Kelly Olynyk,BOS,1,0.0,0,0,0,0,0,0,0,0,0
9837,Justin Anderson,Seth Curry,Dorian Finney-Smith,Salah Mejri,Deron Williams,DAL,2,0.0,0,0,0,0,0,0,0,0,0
9838,Treveon Graham,Spencer Hawes,Ramon Sessions,Marvin Williams,Cody Zeller,CHO,1,0.0,0,0,0,0,0,0,0,0,0
9839,Corey Brewer,Bobby Brown,Sam Dekker,Tyler Ennis,Montrezl Harrell,HOU,2,0.0,0,0,0,0,0,0,0,0,0
9840,Kyle Anderson,Manu Ginobili,Nicolas Laprovittola,Dejounte Murray,Jonathon Simmons,SAS,1,0.0,0,0,0,0,0,0,0,0,0
9841,Kyle Korver,Mike Muscala,Taurean Waller-Prince,Dennis Schroder,Mike Scott,ATL,1,0.0,0,0,0,0,0,0,0,0,0
9842,Aron Baynes,Reggie Bullock,Andre Drummond,Marcus Morris,Ish Smith,DET,1,0.0,0,0,0,0,0,0,0,0,0
9843,Michael Carter-Williams,Cristiano Felicio,Taj Gibson,Bobby Portis,Dwyane Wade,CHI,1,0.0,0,0,0,0,0,0,0,0,0
9844,Dante Exum,Gordon Hayward,Rodney Hood,Joe Ingles,Joe Johnson,UTA,1,0.0,0,0,0,0,0,0,0,0,0
9845,DeMar DeRozan,Cory Joseph,Kyle Lowry,Jakob Poeltl,Terrence Ross,TOR,3,0.0,0,0,0,0,0,0,0,0,0
9846,Kent Bazemore,Malcolm Delaney,Kris Humphries,Kyle Korver,Thabo Sefolosha,ATL,1,0.0,0,0,0,0,0,0,0,0,0
9847,Gerald Henderson,Ersan Ilyasova,Timothe Luwawu-Cabarrot,T.J. McConnell,Dario Saric,PHI,1,0.1,0,1,0,1,0,0,0,0,0
9848,Kay Felder,Kyle Korver,DeAndre Liggins,Jordan McRae,Derrick Williams,CLE,1,0.0,0,0,0,0,0,0,0,0,0
9849,Tony Allen,James Ennis,Marc Gasol,JaMychal Green,Jarell Martin,MEM,2,0.5,1,3,0,4,0,4,0,0,0
9850,Trevor Ariza,Eric Gordon,James Harden,Montrezl Harrell,Kyle Wiltjer,HOU,1,0.0,0,0,0,0,0,0,0,0,0
9851,Bojan Bogdanovic,Joe Harris,Brook Lopez,Chris McCullough,Isaiah Whitehead,BRK,1,0.0,0,0,0,0,0,0,0,0,0
